time,sm_value_first,sm_value_last,sm_value_avg,sm_value_max,rain_accumulated_3H,rain_average_3H,rain_accumulated_6H,rain_average_6H,rain_accumulated_12H,rain_average_12H,rain_accumulated_24H,rain_average_24H,rain_peak_3H,rain_peak_6H,rain_peak_12H,rain_peak_24H,event_n,event_threshold,event_index,event_domain
2019-06-23,0.136,0.132,0.134,0.136,0.007,0.003,0.007,0.001,0.015,0.001,0.015,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-22,0.140,0.136,0.138,0.140,1.102,0.367,1.781,0.297,1.781,0.148,1.781,0.077,37.000,38.600,38.600,38.600,0,white,0,alert_area_a
2019-06-21,0.150,0.140,0.145,0.150,0.007,0.002,0.007,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-20,0.160,0.150,0.155,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-06-19,0.171,0.160,0.166,0.171,0.004,0.001,0.004,0.001,0.004,0.000,0.004,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-18,0.184,0.171,0.177,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-06-17,0.195,0.184,0.189,0.195,0.011,0.004,0.019,0.004,0.019,0.002,0.019,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-16,0.202,0.195,0.198,0.202,0.024,0.012,0.046,0.009,0.053,0.005,0.053,0.002,0.400,0.600,0.600,0.600,0,white,0,alert_area_a
2019-06-15,0.210,0.202,0.206,0.210,0.012,0.004,0.012,0.002,0.016,0.001,0.019,0.001,0.400,0.400,0.400,0.800,0,white,0,alert_area_a
2019-06-14,0.229,0.210,0.219,0.229,0.231,0.077,0.231,0.039,0.249,0.021,0.249,0.011,2.000,2.000,2.000,2.000,0,white,0,alert_area_a
2019-06-13,0.240,0.229,0.235,0.240,0.007,0.002,0.007,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-12,0.258,0.240,0.249,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-06-11,0.267,0.258,0.262,0.267,0.028,0.009,0.041,0.007,0.074,0.007,0.074,0.003,1.000,1.000,1.200,1.200,0,white,0,alert_area_a
2019-06-10,0.280,0.267,0.274,0.280,0.907,0.302,0.907,0.151,0.907,0.082,0.962,0.042,3.800,4.000,4.000,4.000,0,white,0,alert_area_a
2019-06-09,0.297,0.280,0.288,0.297,0.343,0.114,0.394,0.066,0.669,0.061,0.692,0.030,1.400,1.400,1.600,1.800,0,white,0,alert_area_a
2019-06-08,0.314,0.297,0.305,0.314,0.006,0.003,0.006,0.001,0.010,0.001,0.010,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-07,0.332,0.314,0.323,0.332,0.014,0.005,0.014,0.003,0.014,0.001,0.014,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-06,0.347,0.332,0.339,0.347,0.007,0.002,0.011,0.002,0.011,0.001,0.012,0.001,0.600,0.600,0.600,0.600,0,white,0,alert_area_a
2019-06-05,0.376,0.347,0.361,0.376,0.028,0.009,0.028,0.006,0.028,0.003,0.035,0.002,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-04,0.395,0.376,0.385,0.395,0.024,0.008,0.024,0.004,0.024,0.002,0.024,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-06-03,0.422,0.395,0.409,0.422,0.016,0.005,0.032,0.005,0.032,0.003,0.039,0.002,0.800,0.800,0.800,0.800,0,white,0,alert_area_a
2019-06-02,0.461,0.422,0.441,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-06-01,0.501,0.461,0.481,0.501,0.007,0.002,0.007,0.001,0.013,0.001,0.013,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-31,0.526,0.501,0.513,0.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-05-30,0.542,0.526,0.534,0.542,0.007,0.002,0.007,0.001,0.007,0.001,0.011,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-29,0.555,0.542,0.549,0.555,0.013,0.004,0.013,0.002,0.020,0.002,0.020,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-28,0.502,0.555,0.529,0.555,5.438,1.813,8.312,1.385,13.109,1.092,13.120,0.570,22.400,22.400,28.600,33.200,0,white,0,alert_area_a
2019-05-27,0.500,0.502,0.501,0.502,2.316,0.772,2.448,0.408,2.460,0.205,4.454,0.194,8.800,9.400,16.000,24.800,0,white,0,alert_area_a
2019-05-26,0.509,0.500,0.505,0.509,0.252,0.084,0.294,0.049,0.499,0.045,0.578,0.025,3.000,3.000,3.200,4.400,0,white,0,alert_area_a
2019-05-25,0.516,0.509,0.513,0.516,0.018,0.006,0.018,0.004,0.018,0.002,0.024,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-24,0.518,0.516,0.517,0.518,0.058,0.019,0.082,0.016,0.108,0.010,0.164,0.007,1.000,1.000,1.000,1.200,0,white,0,alert_area_a
2019-05-23,0.521,0.518,0.520,0.521,0.010,0.005,0.010,0.002,0.018,0.002,0.018,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-22,0.524,0.521,0.522,0.524,0.215,0.072,0.225,0.038,0.278,0.023,0.306,0.013,2.600,2.600,2.800,3.200,0,white,0,alert_area_a
2019-05-21,0.529,0.524,0.526,0.529,0.124,0.041,0.177,0.029,0.224,0.019,0.281,0.012,1.200,1.200,1.400,1.400,0,white,0,alert_area_a
2019-05-20,0.524,0.529,0.527,0.529,1.798,0.599,2.164,0.361,2.571,0.214,2.641,0.115,4.000,5.000,5.200,7.800,0,white,0,alert_area_a
2019-05-19,0.460,0.524,0.492,0.524,4.423,1.474,7.552,1.259,9.184,0.765,12.297,0.535,13.200,14.600,18.200,22.800,0,white,0,alert_area_a
2019-05-18,0.454,0.460,0.457,0.460,1.894,0.631,2.382,0.397,3.401,0.309,3.948,0.172,7.600,9.200,17.600,29.600,0,white,0,alert_area_a
2019-05-17,0.458,0.454,0.456,0.458,0.378,0.126,0.521,0.087,0.521,0.043,0.521,0.023,2.000,3.400,3.400,3.400,0,white,0,alert_area_a
2019-05-16,0.460,0.458,0.459,0.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-05-15,0.433,0.460,0.446,0.460,3.488,1.744,6.518,1.304,6.725,0.611,6.748,0.293,23.600,25.600,25.600,25.600,0,white,0,alert_area_a
2019-05-14,0.453,0.433,0.443,0.453,0.364,0.121,0.364,0.061,0.364,0.030,0.364,0.016,9.400,9.400,9.400,9.400,0,white,0,alert_area_a
2019-05-13,0.482,0.453,0.467,0.482,0.004,0.002,0.004,0.001,0.004,0.000,0.004,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-12,0.500,0.482,0.491,0.500,0.007,0.002,0.007,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-11,0.504,0.500,0.502,0.504,0.285,0.095,0.364,0.061,0.432,0.036,0.552,0.024,5.400,8.800,8.800,10.200,0,white,0,alert_area_a
2019-05-10,0.507,0.504,0.506,0.507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-05-09,0.510,0.507,0.508,0.510,0.041,0.021,0.051,0.010,0.072,0.007,0.072,0.003,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-05-08,0.504,0.510,0.507,0.510,5.542,1.847,6.705,1.117,6.814,0.568,6.857,0.298,6.400,10.400,12.600,12.600,0,white,0,alert_area_a
2019-05-07,0.515,0.504,0.509,0.515,0.016,0.005,0.016,0.003,0.019,0.002,0.034,0.001,0.400,0.400,0.400,0.400,0,white,0,alert_area_a
2019-05-06,0.523,0.515,0.519,0.523,0.214,0.071,0.246,0.041,0.246,0.022,0.254,0.011,4.600,6.400,6.400,6.400,0,white,0,alert_area_a
2019-05-05,0.504,0.523,0.513,0.523,3.784,1.261,4.434,0.887,5.411,0.492,5.539,0.241,12.800,18.200,18.200,18.200,1,green,1,alert_area_a
2019-05-04,0.502,0.504,0.503,0.504,0.864,0.288,1.123,0.187,1.138,0.095,1.522,0.066,8.000,8.200,8.200,10.200,0,white,0,alert_area_a
2019-05-03,0.496,0.502,0.499,0.502,3.623,1.208,4.303,0.717,4.950,0.412,5.238,0.228,14.200,15.400,16.000,16.600,0,white,0,alert_area_a
2019-05-02,0.501,0.496,0.499,0.501,1.248,0.416,1.275,0.212,1.298,0.108,1.314,0.057,7.400,7.400,7.400,7.400,0,white,0,alert_area_a
2019-05-01,0.519,0.501,0.510,0.519,0.063,0.021,0.063,0.011,0.063,0.005,0.063,0.003,1.200,1.200,1.200,1.600,0,white,0,alert_area_a
2019-04-30,0.542,0.519,0.531,0.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-04-29,0.580,0.542,0.561,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-04-28,0.615,0.580,0.597,0.615,0.020,0.007,0.026,0.005,0.031,0.003,0.031,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-04-27,0.654,0.615,0.634,0.654,0.007,0.002,0.007,0.001,0.014,0.001,0.014,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-04-26,0.689,0.654,0.672,0.689,4.367,1.456,4.521,0.904,5.187,0.472,6.548,0.285,15.400,18.600,20.200,23.000,0,white,0,alert_area_a
2019-04-25,0.785,0.689,0.737,0.785,0.035,0.018,0.049,0.010,0.071,0.006,0.071,0.003,0.200,0.200,0.200,0.200,1,green,1,alert_area_a
2019-04-24,0.694,0.785,0.740,0.785,10.663,3.554,14.423,2.404,16.960,1.542,29.704,1.291,24.600,48.800,51.800,73.800,0,white,0,alert_area_a
2019-04-23,0.412,0.694,0.553,0.694,9.055,3.018,14.413,2.402,28.002,2.334,42.515,1.848,18.200,25.600,44.000,83.400,0,white,0,alert_area_a
2019-04-22,0.406,0.412,0.409,0.412,5.894,1.965,8.668,1.445,10.195,0.850,10.195,0.443,12.200,20.800,28.800,28.800,0,white,0,alert_area_a
2019-04-21,0.428,0.406,0.417,0.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-04-20,0.458,0.428,0.443,0.458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,green,1,alert_area_a
2019-04-19,0.490,0.458,0.474,0.490,0.009,0.003,0.009,0.001,0.009,0.001,0.009,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-04-18,0.518,0.490,0.504,0.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-04-17,0.534,0.518,0.526,0.534,0.006,0.003,0.006,0.001,0.006,0.001,0.006,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-04-16,0.545,0.534,0.540,0.545,0.048,0.016,0.048,0.008,0.048,0.004,0.048,0.002,0.400,0.400,0.400,0.400,0,white,0,alert_area_a
2019-04-15,0.560,0.545,0.553,0.560,0.127,0.042,0.135,0.022,0.135,0.012,0.190,0.008,4.000,4.800,4.800,4.800,0,white,0,alert_area_a
2019-04-14,0.558,0.560,0.559,0.560,2.194,0.731,2.216,0.443,3.189,0.290,3.369,0.146,12.000,15.400,15.400,15.400,0,white,0,alert_area_a
2019-04-13,0.560,0.558,0.559,0.560,0.816,0.272,1.335,0.223,1.815,0.151,2.117,0.092,9.400,9.400,9.400,16.400,0,white,0,alert_area_a
2019-04-12,0.559,0.560,0.560,0.560,0.779,0.260,1.236,0.206,1.317,0.110,2.224,0.097,8.400,11.400,12.200,21.400,0,white,0,alert_area_a
2019-04-11,0.563,0.559,0.561,0.563,1.453,0.484,1.994,0.332,2.019,0.184,2.696,0.117,4.000,5.200,6.400,10.600,0,white,0,alert_area_a
2019-04-10,0.567,0.563,0.565,0.567,0.753,0.251,1.115,0.186,1.879,0.157,2.178,0.095,6.600,9.600,11.000,17.800,0,white,0,alert_area_a
2019-04-09,0.573,0.567,0.570,0.573,0.878,0.293,1.429,0.238,1.452,0.121,1.868,0.081,10.600,12.000,12.000,23.000,0,white,0,alert_area_a
2019-04-08,0.587,0.573,0.580,0.587,0.254,0.085,0.412,0.069,0.468,0.039,0.817,0.036,7.200,8.800,9.200,18.000,0,white,0,alert_area_a
2019-04-07,0.577,0.587,0.582,0.587,3.303,1.101,3.351,0.670,6.661,0.606,8.262,0.359,7.600,9.600,13.200,15.200,0,white,0,alert_area_a
2019-04-06,0.604,0.577,0.591,0.604,0.380,0.127,0.459,0.076,0.704,0.059,0.869,0.038,4.600,6.200,6.200,10.200,0,white,0,alert_area_a
2019-04-05,0.650,0.604,0.627,0.650,0.477,0.159,0.566,0.094,0.575,0.052,0.983,0.043,7.800,10.000,10.200,13.400,0,white,0,alert_area_a
2019-04-04,0.479,0.650,0.564,0.650,15.214,7.607,25.937,5.187,27.936,2.540,30.248,1.315,48.200,53.200,53.400,54.400,0,white,0,alert_area_a
2019-04-03,0.225,0.479,0.352,0.479,21.830,7.277,39.472,6.579,43.673,3.639,45.212,1.966,63.800,120.600,132.400,136.000,0,white,0,alert_area_a
2019-04-02,0.229,0.225,0.227,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-04-01,0.233,0.229,0.231,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-31,0.237,0.233,0.235,0.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-30,0.241,0.237,0.239,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-29,0.248,0.241,0.244,0.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-28,0.255,0.248,0.251,0.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-27,0.264,0.255,0.259,0.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-26,0.276,0.264,0.270,0.276,0.005,0.002,0.005,0.001,0.005,0.000,0.005,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-03-25,0.282,0.276,0.279,0.282,0.013,0.004,0.013,0.002,0.013,0.001,0.013,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-03-24,0.291,0.282,0.286,0.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-23,0.301,0.291,0.296,0.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-22,0.315,0.301,0.308,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-21,0.329,0.315,0.322,0.329,0.020,0.007,0.030,0.005,0.035,0.003,0.035,0.002,0.800,0.800,1.400,1.400,0,white,0,alert_area_a
2019-03-20,0.343,0.329,0.336,0.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-19,0.360,0.343,0.351,0.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-18,0.367,0.360,0.363,0.367,0.040,0.020,0.065,0.013,0.071,0.006,0.098,0.004,0.600,0.600,0.600,0.600,0,white,0,alert_area_a
2019-03-17,0.368,0.367,0.368,0.368,0.400,0.133,0.674,0.112,0.719,0.060,0.885,0.038,1.600,2.200,2.800,2.800,0,white,0,alert_area_a
2019-03-16,0.374,0.368,0.371,0.374,0.073,0.024,0.088,0.015,0.088,0.007,0.088,0.004,0.800,1.000,1.000,1.000,0,white,0,alert_area_a
2019-03-15,0.379,0.374,0.377,0.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-14,0.391,0.379,0.385,0.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-13,0.399,0.391,0.395,0.399,0.200,0.067,0.200,0.033,0.200,0.017,0.200,0.009,3.000,3.000,3.000,3.000,0,white,0,alert_area_a
2019-03-12,0.415,0.399,0.407,0.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-11,0.434,0.415,0.425,0.434,0.036,0.012,0.036,0.006,0.036,0.003,0.052,0.002,0.400,0.600,0.600,0.600,0,white,0,alert_area_a
2019-03-10,0.437,0.434,0.436,0.437,0.010,0.003,0.011,0.002,0.020,0.002,0.024,0.001,0.200,0.200,0.400,0.600,0,white,0,alert_area_a
2019-03-09,0.442,0.437,0.440,0.442,0.015,0.005,0.020,0.003,0.020,0.002,0.031,0.001,0.200,0.200,0.200,0.400,0,white,0,alert_area_a
2019-03-08,0.452,0.442,0.447,0.452,0.004,0.002,0.004,0.001,0.005,0.000,0.005,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-03-07,0.457,0.452,0.455,0.457,0.651,0.217,0.657,0.109,0.732,0.067,0.732,0.032,2.600,2.600,2.600,2.600,0,white,0,alert_area_a
2019-03-06,0.463,0.457,0.460,0.463,0.102,0.034,0.103,0.017,0.106,0.009,0.113,0.005,3.000,4.800,4.800,4.800,0,white,0,alert_area_a
2019-03-05,0.470,0.463,0.466,0.470,0.006,0.002,0.006,0.001,0.006,0.001,0.010,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-03-04,0.474,0.470,0.472,0.474,0.058,0.019,0.058,0.010,0.058,0.005,0.094,0.004,1.200,1.200,1.200,2.000,0,white,0,alert_area_a
2019-03-03,0.486,0.474,0.480,0.486,0.007,0.002,0.007,0.001,0.008,0.001,0.008,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-03-02,0.500,0.486,0.493,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-03-01,0.505,0.500,0.503,0.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-28,0.508,0.505,0.506,0.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-27,0.511,0.508,0.510,0.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-26,0.516,0.511,0.514,0.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-25,0.521,0.516,0.518,0.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-24,0.528,0.521,0.524,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-23,0.533,0.528,0.531,0.533,0.007,0.002,0.007,0.001,0.008,0.001,0.014,0.001,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-02-22,0.536,0.533,0.535,0.536,0.026,0.009,0.040,0.007,0.052,0.005,0.052,0.002,0.200,0.200,0.400,0.400,0,white,0,alert_area_a
2019-02-21,0.538,0.536,0.537,0.538,0.014,0.005,0.014,0.003,0.028,0.003,0.028,0.001,0.200,0.200,0.200,0.400,0,white,0,alert_area_a
2019-02-20,0.541,0.538,0.539,0.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-19,0.543,0.541,0.542,0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-18,0.545,0.543,0.544,0.545,0.007,0.002,0.007,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-02-17,0.548,0.545,0.547,0.548,0.007,0.002,0.007,0.001,0.013,0.001,0.013,0.001,0.200,0.200,0.200,0.200,1,green,1,alert_area_a
2019-02-16,0.553,0.548,0.551,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-15,0.556,0.553,0.554,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-02-14,0.559,0.556,0.557,0.559,0.048,0.016,0.056,0.009,0.056,0.005,0.056,0.002,0.800,1.400,1.400,1.400,0,white,0,alert_area_a
2019-02-13,0.562,0.559,0.560,0.562,0.167,0.056,0.262,0.044,0.262,0.022,0.381,0.017,4.400,4.800,4.800,9.600,0,white,0,alert_area_a
2019-02-12,0.565,0.562,0.563,0.565,0.103,0.034,0.159,0.026,0.159,0.013,0.190,0.008,2.600,3.000,3.000,4.800,0,white,0,alert_area_a
2019-02-11,0.569,0.565,0.567,0.569,0.008,0.003,0.008,0.001,0.008,0.001,0.008,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-02-10,0.574,0.569,0.572,0.574,0.027,0.009,0.027,0.005,0.044,0.004,0.045,0.002,0.600,0.600,0.600,0.600,0,white,0,alert_area_a
2019-02-09,0.580,0.574,0.577,0.580,0.174,0.058,0.301,0.050,0.333,0.028,0.456,0.020,4.400,6.200,6.800,11.000,0,white,0,alert_area_a
2019-02-08,0.588,0.580,0.584,0.588,0.198,0.066,0.270,0.045,0.270,0.022,0.317,0.014,4.600,5.400,5.400,7.800,0,white,0,alert_area_a
2019-02-07,0.604,0.588,0.596,0.604,0.063,0.021,0.063,0.010,0.063,0.006,0.092,0.004,2.000,2.000,2.000,2.000,0,white,0,alert_area_a
2019-02-06,0.622,0.604,0.613,0.622,0.675,0.225,1.042,0.174,1.058,0.088,1.242,0.054,7.600,10.400,10.600,15.000,0,white,0,alert_area_a
2019-02-05,0.656,0.622,0.639,0.656,0.583,0.194,0.919,0.153,0.981,0.082,1.052,0.046,10.400,12.000,12.400,15.400,0,white,0,alert_area_a
2019-02-04,0.714,0.656,0.685,0.714,0.620,0.207,0.901,0.150,0.908,0.076,1.096,0.048,12.200,14.400,14.400,19.200,0,white,0,alert_area_a
2019-02-03,0.823,0.714,0.768,0.823,0.436,0.145,0.625,0.104,0.692,0.058,0.907,0.039,5.200,6.200,6.400,8.400,0,white,0,alert_area_a
2019-02-02,0.902,0.823,0.862,0.902,4.477,1.509,6.279,1.114,8.745,0.795,15.585,0.678,15.200,15.200,22.000,27.800,3,yellow,2,alert_area_a
2019-02-01,0.510,0.902,0.706,0.902,18.821,6.274,33.097,5.516,64.571,5.381,86.894,3.778,42.200,64.800,97.600,135.400,3,yellow,2,alert_area_a
2019-01-31,0.509,0.510,0.509,0.510,1.559,0.520,2.221,0.370,2.332,0.194,2.455,0.107,4.000,6.200,6.800,7.000,0,white,0,alert_area_a
2019-01-30,0.509,0.509,0.509,0.509,0.430,0.143,0.650,0.130,1.032,0.094,1.201,0.052,2.600,3.600,4.200,4.200,0,white,0,alert_area_a
2019-01-29,0.512,0.509,0.510,0.512,0.083,0.028,0.083,0.014,0.083,0.007,0.084,0.004,1.400,1.400,1.400,1.400,0,white,0,alert_area_a
2019-01-28,0.514,0.512,0.513,0.514,0.009,0.003,0.009,0.002,0.009,0.001,0.009,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-01-27,0.516,0.514,0.515,0.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-01-26,0.518,0.516,0.517,0.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-01-25,0.520,0.518,0.519,0.520,0.032,0.011,0.032,0.005,0.032,0.003,0.045,0.002,1.000,1.000,1.000,1.400,0,white,0,alert_area_a
2019-01-24,0.522,0.520,0.521,0.522,0.288,0.096,0.317,0.053,0.364,0.033,0.527,0.023,3.800,3.800,3.800,4.800,0,white,0,alert_area_a
2019-01-23,0.523,0.522,0.522,0.523,0.106,0.035,0.131,0.022,0.157,0.013,0.195,0.008,1.000,1.000,1.000,1.000,0,white,0,alert_area_a
2019-01-22,0.525,0.523,0.524,0.525,0.057,0.019,0.057,0.010,0.057,0.005,0.069,0.003,0.800,0.800,0.800,1.600,0,white,0,alert_area_a
2019-01-21,0.527,0.525,0.526,0.527,0.033,0.011,0.033,0.005,0.033,0.003,0.059,0.003,1.000,1.000,1.000,1.200,0,white,0,alert_area_a
2019-01-20,0.529,0.527,0.528,0.529,0.033,0.011,0.037,0.006,0.037,0.003,0.067,0.003,0.400,0.600,0.800,0.800,0,white,0,alert_area_a
2019-01-19,0.530,0.529,0.529,0.530,0.042,0.014,0.064,0.011,0.072,0.006,0.072,0.003,0.800,0.800,1.000,1.000,0,white,0,alert_area_a
2019-01-18,0.532,0.530,0.531,0.532,0.018,0.006,0.018,0.003,0.018,0.002,0.030,0.001,0.400,0.400,0.400,0.400,0,white,0,alert_area_a
2019-01-17,0.532,0.532,0.532,0.532,0.084,0.028,0.090,0.015,0.102,0.009,0.133,0.006,0.600,0.600,0.600,0.800,0,white,0,alert_area_a
2019-01-16,0.533,0.532,0.533,0.533,0.172,0.057,0.178,0.030,0.261,0.022,0.267,0.012,3.000,3.000,3.000,3.000,0,white,0,alert_area_a
2019-01-15,0.537,0.533,0.535,0.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-01-14,0.540,0.537,0.539,0.540,0.007,0.002,0.007,0.001,0.007,0.001,0.007,0.000,0.200,0.200,0.200,0.200,0,white,0,alert_area_a
2019-01-13,0.541,0.540,0.541,0.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
2019-01-12,0.543,0.541,0.542,0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,green,1,alert_area_a
2019-01-11,0.546,0.543,0.544,0.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,white,0,alert_area_a
